,Unnamed: 0,policy_id,customer_gender_male,customer_education,incident_type_collision,fraud,num_injuries,policy_liability,customer_gender_female,incident_severity,authorities_contacted_fire,collision_type_front,incident_type_theft,authorities_contacted_none,collision_type_rear,policy_state_or,policy_annual_premium,policy_state_az,incident_type_breakin,collision_type_na,driver_relationship_na,num_witnesses,months_as_customer,policy_state_nv,policy_state_id,incident_hour,incident_month,authorities_contacted_ambulance,driver_relationship_spouse,incident_day,policy_state_ca,driver_relationship_child,total_claim_amount,vehicle_claim,injury_claim,num_claims_past_year,customer_age,auto_year,police_report_available,incident_dow,num_vehicles_involved,num_insurers_past_5_years,collision_type_side,driver_relationship_self,policy_state_wa,policy_deductable,driver_relationship_other,authorities_contacted_police
2556,2556,3830,1,1,1,0,0,2,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,73,0,0,15,1,0,0,22,1,0,25387.0,22887.0,2500.0,0,40,2015,1,1,3,1,0,1,0,750,0,1
2557,2557,507,0,1,1,0,0,0,1,0,0,1,0,0,0,0,3000,0,0,0,0,2,114,0,0,14,10,0,0,13,1,0,26599.0,14099.0,12500.0,0,46,2019,1,6,2,1,0,1,0,750,0,1
2558,2558,3854,1,4,1,0,0,2,0,1,0,0,0,0,0,0,3000,0,0,0,0,1,124,0,0,13,5,0,1,5,1,0,34562.0,19362.0,15200.0,0,45,2019,1,6,2,1,1,0,0,750,0,1
2559,2559,3864,1,3,1,0,4,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,47,0,0,1,11,0,0,20,1,0,48104.0,40304.0,7800.0,0,50,2019,1,2,4,2,0,1,0,750,0,1
2560,2560,3988,0,3,1,0,1,1,0,2,0,1,0,0,0,0,2600,0,0,0,0,1,120,0,0,14,12,0,0,27,0,0,57522.0,38422.0,19100.0,0,57,2016,1,4,3,1,0,1,1,750,0,1
2561,2561,4289,0,1,1,0,0,3,1,1,0,1,0,0,0,0,2800,0,0,0,0,1,127,0,0,3,12,0,0,6,0,0,10597.0,9297.0,1300.0,0,60,2017,1,4,3,1,0,1,1,750,0,1
2562,2562,4350,0,3,1,0,1,3,1,2,0,1,0,0,0,1,3000,0,0,0,0,1,168,0,0,11,2,0,0,15,0,0,18920.0,9420.0,9500.0,0,48,2006,1,4,3,1,0,1,0,750,0,1
2563,2563,4393,0,2,1,0,0,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,17,0,0,10,12,0,0,2,1,1,93999.0,20299.0,73700.0,1,43,2019,1,0,4,3,0,0,0,750,0,1
2564,2564,1230,0,3,0,0,0,1,1,1,0,0,1,0,0,0,3000,0,0,1,1,0,47,0,0,19,5,0,0,31,1,0,23296.0,21996.0,1300.0,0,42,2018,0,4,1,2,0,0,0,750,0,1
2565,2565,4776,1,1,1,0,1,0,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,78,0,0,8,5,0,0,14,1,1,49346.0,16346.0,33000.0,0,35,2018,0,1,2,1,1,0,0,750,0,0
2566,2566,3019,0,3,1,0,2,0,1,2,0,0,0,0,0,0,3000,0,0,0,0,2,204,0,0,5,10,1,0,10,1,0,70879.0,35579.0,35300.0,0,63,2016,0,3,2,1,1,1,0,750,0,0
2567,2567,1491,0,3,1,0,4,2,1,2,0,0,0,0,0,0,2700,0,0,0,0,2,219,0,0,8,10,0,0,12,0,0,101644.0,27344.0,74300.0,0,50,2011,1,5,3,1,1,1,1,750,0,1
2568,2568,3108,0,3,1,0,3,0,1,2,0,1,0,0,0,0,3000,1,0,0,0,3,57,0,0,7,12,0,0,12,0,0,70226.0,35726.0,34500.0,0,24,2016,1,3,3,2,0,1,0,750,0,1
2569,2569,3236,1,3,1,0,0,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,4,36,0,0,13,1,0,0,20,1,0,28611.0,11811.0,16800.0,0,51,2015,1,6,4,2,0,1,0,750,0,1
2570,2570,2209,0,4,1,0,4,1,0,2,0,1,0,0,0,0,3000,1,0,0,0,2,80,0,0,5,7,0,0,21,0,0,42834.0,27134.0,15700.0,0,51,2015,1,6,3,1,0,1,0,750,0,1
2571,2571,4209,0,2,0,0,0,2,1,0,0,0,0,1,0,0,3000,0,1,1,1,0,26,1,0,21,12,0,0,3,0,0,8974.0,5774.0,3200.0,0,27,2014,0,1,1,2,0,0,0,750,0,0
2572,2572,2476,0,4,1,0,0,2,1,0,0,0,0,1,1,0,3000,0,0,0,0,1,43,0,0,7,7,0,0,22,1,0,14964.0,10464.0,4500.0,0,34,2019,0,0,2,1,0,1,0,750,0,0
2573,2573,4366,0,1,1,0,0,1,1,0,0,1,0,1,0,0,3000,1,0,0,0,0,93,0,0,10,10,0,1,20,0,0,5012.0,3712.0,1300.0,0,28,2017,0,6,1,1,0,0,0,750,0,0
2574,2574,1088,1,2,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,0,28,0,0,19,12,0,0,11,1,0,127778.0,11378.0,116400.0,0,32,2019,0,2,2,2,0,1,0,750,0,0
2575,2575,3133,0,3,0,0,0,1,1,1,0,0,1,0,0,0,2750,0,0,1,1,0,142,0,0,19,6,0,0,6,1,0,21400.0,1000.0,20400.0,0,52,2004,0,3,1,1,0,0,0,750,0,1
2576,2576,3157,1,1,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,1,112,0,0,19,2,0,1,28,1,0,15304.0,8804.0,6500.0,0,29,2016,0,3,2,1,0,0,0,750,0,0
2577,2577,1959,1,3,1,0,4,0,0,2,0,0,0,0,0,0,3000,0,0,0,0,0,43,0,0,21,3,0,0,12,1,0,46271.0,37071.0,9200.0,0,24,2020,1,1,3,1,1,1,0,750,0,1
2578,2578,3755,1,3,1,0,2,3,0,1,0,1,0,0,0,0,2750,0,0,0,0,2,137,1,0,7,2,0,0,15,0,0,27583.0,13483.0,14100.0,0,63,2017,1,4,2,1,0,1,0,750,0,1
2579,2579,741,0,3,1,0,0,2,1,0,0,0,0,1,1,0,3000,0,0,0,0,0,282,0,0,17,12,0,0,9,1,1,52600.0,1000.0,51600.0,0,48,2013,0,0,1,1,0,0,0,750,0,0
2580,2580,786,0,3,1,0,0,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,135,0,0,13,6,0,0,27,1,0,13130.0,10930.0,2200.0,0,57,2016,0,3,2,1,0,0,0,750,1,1
2581,2581,2464,0,1,1,0,0,2,1,0,0,0,0,0,1,0,2650,0,0,0,0,1,2,0,0,12,3,0,0,19,0,0,21257.0,9457.0,11800.0,0,18,2013,1,1,3,3,0,1,1,750,0,1
2582,2582,2569,1,3,1,0,4,1,0,2,0,1,0,0,0,0,3000,0,0,0,0,4,109,0,0,3,7,0,0,29,0,0,26581.0,23881.0,2700.0,0,39,2014,1,0,4,1,0,1,1,750,0,1
2583,2583,4479,0,3,1,0,0,3,1,1,0,0,0,0,1,0,3000,0,0,0,0,2,1,0,0,18,9,0,0,27,1,0,29716.0,11216.0,18500.0,0,66,2014,1,4,3,1,0,1,0,750,0,1
2584,2584,2756,0,2,1,0,0,2,1,2,0,0,0,0,0,0,3000,0,0,0,0,0,25,0,0,6,11,0,0,24,1,0,47643.0,27443.0,20200.0,0,25,2015,1,6,3,3,1,1,0,750,0,1
2585,2585,2774,1,4,1,0,0,2,0,0,0,1,0,1,0,0,3000,0,0,0,0,1,29,1,0,19,8,0,0,22,0,0,37210.0,15610.0,21600.0,0,55,2019,0,3,2,2,0,1,0,750,0,0
2586,2586,4589,0,1,1,0,0,2,1,1,0,0,0,0,1,0,3000,0,0,0,0,2,79,0,0,14,2,0,0,5,0,0,16826.0,10626.0,6200.0,0,46,2011,1,1,4,1,0,1,1,750,0,1
2587,2587,3043,1,3,1,0,1,1,0,1,0,0,0,0,1,0,3000,0,0,0,0,1,84,0,0,6,10,0,0,2,0,0,25218.0,13418.0,11800.0,0,47,2016,0,2,2,1,0,1,1,750,0,1
2588,2588,3060,0,1,0,0,0,2,1,0,0,0,0,1,0,0,3000,0,1,1,1,0,31,0,0,5,3,0,0,2,1,0,41346.0,13646.0,27700.0,0,30,2012,0,5,1,2,0,0,0,750,0,0
2589,2589,3125,0,4,1,0,0,1,0,0,0,0,0,1,0,0,2500,0,0,0,0,0,150,1,0,14,4,0,0,17,0,0,32481.0,10781.0,21700.0,0,68,2015,0,2,2,1,1,1,0,750,0,0
2590,2590,3295,0,3,1,0,4,0,1,2,0,0,0,0,0,0,3000,0,0,0,0,1,121,0,0,11,12,0,0,17,1,0,72296.0,43496.0,28800.0,0,42,2018,1,1,4,1,1,1,0,750,0,1
2591,2591,1752,0,1,1,0,1,1,1,1,0,0,0,0,0,0,3000,0,0,0,0,3,8,0,0,23,1,0,0,15,0,0,32718.0,17218.0,15500.0,0,19,2016,1,1,3,1,1,1,1,750,0,1
2592,2592,100,1,4,1,0,1,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,2,135,0,0,22,9,0,1,6,1,0,75451.0,39751.0,35700.0,0,56,2019,1,4,3,1,0,0,0,750,0,1
2593,2593,1775,0,1,1,0,0,0,1,0,0,1,0,0,0,0,2800,0,0,0,0,1,3,0,0,17,2,0,0,28,1,0,19301.0,13901.0,5400.0,0,19,2018,1,3,3,2,0,1,0,750,0,1
2594,2594,3606,0,1,1,0,0,0,1,0,0,0,0,1,0,0,3000,0,0,0,0,3,140,0,0,5,8,0,0,7,1,0,17718.0,6918.0,10800.0,0,34,2017,0,2,2,1,1,1,0,750,0,0
2595,2595,623,1,3,1,0,0,3,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,42,0,0,10,7,0,1,5,1,0,15453.0,12353.0,3100.0,0,46,2016,0,4,2,3,0,0,0,750,0,0
2596,2596,2363,0,3,1,0,1,2,0,2,1,1,0,0,0,1,3000,0,0,0,0,3,85,0,0,5,5,0,0,17,0,0,37711.0,34611.0,3100.0,0,34,2015,0,4,2,1,0,1,0,750,0,0
2597,2597,4238,1,4,1,0,1,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,11,0,0,17,4,0,0,22,1,0,23173.0,17373.0,5800.0,0,26,2012,0,0,2,1,0,1,0,750,0,1
2598,2598,2468,0,3,0,0,0,2,1,0,0,0,0,0,0,0,2800,0,1,1,1,0,196,0,0,16,9,0,0,29,1,0,31933.0,13433.0,18500.0,0,55,2020,0,6,1,1,0,0,0,750,0,1
2599,2599,1000,0,1,1,0,4,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,50,0,0,23,11,0,0,8,1,0,17404.0,10704.0,6700.0,0,33,2013,1,4,3,1,0,1,0,750,0,1
2600,2600,1047,0,3,1,0,0,3,0,2,0,0,0,0,0,0,3000,0,0,0,0,0,115,0,0,5,2,0,0,2,1,0,46753.0,37053.0,9700.0,0,52,2016,0,5,2,1,1,1,0,750,0,1
2601,2601,4457,0,1,1,0,3,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,1,52,0,0,22,5,0,0,2,1,0,47787.0,15387.0,32400.0,0,22,2015,0,3,2,1,0,1,0,750,0,1
2602,2602,1121,1,4,1,0,0,0,0,1,0,1,0,0,0,0,3000,1,0,0,0,3,221,0,0,7,6,0,0,20,0,0,18826.0,16026.0,2800.0,0,58,2019,1,3,4,1,0,1,0,750,0,1
2603,2603,1190,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,13,0,0,10,11,0,0,28,1,0,19784.0,7784.0,12000.0,0,32,2014,0,3,2,4,1,1,0,750,0,0
2604,2604,1311,0,4,1,0,1,3,1,0,0,0,0,1,0,0,3000,0,0,0,0,0,88,0,0,13,11,0,0,17,1,0,34030.0,15830.0,18200.0,0,29,2019,0,6,2,1,1,1,0,750,0,0
2605,2605,1326,1,3,1,0,1,2,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,99,0,0,18,4,0,0,15,1,0,27854.0,8054.0,19800.0,0,37,2010,0,0,2,1,0,1,0,750,0,1
2606,2606,1819,0,3,1,0,0,1,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,115,0,0,5,7,0,0,29,0,0,9203.0,4903.0,4300.0,0,31,2020,0,0,1,1,0,1,1,750,0,0
2607,2607,1967,0,1,1,0,0,2,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,222,0,0,9,10,0,0,11,1,0,31478.0,11578.0,19900.0,0,61,2012,0,4,2,1,0,1,0,750,0,1
2608,2608,3850,1,3,1,0,1,0,0,2,0,1,0,0,0,0,3000,0,0,0,0,0,147,0,0,6,8,0,0,9,1,0,47705.0,32805.0,14900.0,0,58,2015,1,4,2,1,0,1,0,750,0,1
2609,2609,737,0,1,1,0,0,1,1,0,0,0,0,0,1,0,2800,0,0,0,0,0,16,0,0,12,7,0,0,12,1,0,70769.0,6169.0,64600.0,0,51,2011,1,4,3,5,0,1,0,750,0,1
2610,2610,2595,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,14,0,0,19,7,0,0,5,1,1,17204.0,12904.0,4300.0,0,25,2011,0,4,2,3,1,0,0,750,0,1
2611,2611,4464,0,1,1,0,4,0,1,1,0,0,0,0,0,0,2900,0,0,0,0,1,137,0,0,16,9,0,0,23,1,0,26126.0,15226.0,10900.0,0,57,2011,1,0,3,1,1,1,0,750,0,1
2612,2612,4679,1,3,1,0,1,2,0,1,0,0,0,0,0,0,3000,0,0,0,0,0,45,0,0,13,10,0,0,12,0,0,29864.0,21364.0,8500.0,0,47,2015,1,5,2,2,1,1,1,750,0,1
2613,2613,3281,0,2,1,0,0,0,1,0,0,1,0,1,0,0,2600,0,0,0,0,0,150,0,0,9,3,0,0,30,1,0,34232.0,16332.0,17900.0,0,61,2020,0,5,2,1,0,1,0,750,0,0
2614,2614,1841,0,3,1,0,1,2,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,78,0,0,15,5,0,0,29,1,0,19929.0,10429.0,9500.0,0,51,2014,0,2,1,1,0,1,0,750,0,1
2615,2615,1918,1,3,1,0,2,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,2,142,0,0,12,10,0,0,4,0,0,34376.0,13476.0,20900.0,0,66,2014,1,4,2,1,0,1,1,750,0,1
2616,2616,1926,0,3,1,0,0,1,1,0,0,0,0,1,0,0,3000,0,0,0,0,2,218,0,0,4,4,0,0,17,1,1,20849.0,14649.0,6200.0,0,68,2018,0,2,2,1,1,0,0,750,0,0
2617,2617,526,1,3,0,0,0,0,0,1,0,0,1,0,0,0,3000,0,0,1,1,0,119,0,0,11,12,0,0,31,1,0,22837.0,19137.0,3700.0,0,39,2016,0,1,1,1,0,0,0,750,0,1
2618,2618,4039,1,1,1,0,1,0,0,1,0,0,0,0,0,0,3000,1,0,0,0,0,95,0,0,8,7,0,0,5,0,0,22850.0,13150.0,9700.0,0,65,2018,0,4,2,1,1,1,0,750,0,1
2619,2619,2442,0,3,1,0,0,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,59,0,0,14,2,0,1,26,1,0,68287.0,18787.0,49500.0,0,59,2018,1,1,2,2,0,0,0,750,0,1
2620,2620,979,1,3,1,0,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,109,0,0,17,11,0,0,23,1,0,51088.0,23388.0,27700.0,0,45,2020,0,5,1,1,0,1,0,750,0,0
2621,2621,1125,0,4,1,0,0,1,1,0,0,0,0,1,1,0,3000,0,0,0,0,0,60,0,0,15,5,0,0,26,0,0,25281.0,14181.0,11100.0,0,50,2018,0,6,2,1,0,1,1,750,0,0
2622,2622,2733,0,3,0,0,0,1,1,1,0,0,1,0,0,1,3000,0,0,1,1,0,86,0,0,18,11,0,0,29,0,0,236356.0,11856.0,224500.0,1,25,2008,0,4,1,1,0,0,0,750,0,1
2623,2623,10,0,2,1,0,0,3,1,0,0,0,0,1,0,0,3000,0,0,0,0,1,64,0,0,7,10,0,0,21,0,0,13192.0,10692.0,2500.0,0,35,2018,0,0,2,1,1,1,1,750,0,0
2624,2624,3623,0,4,1,0,0,1,1,0,0,0,0,0,1,0,3000,0,0,0,0,1,71,0,0,5,11,0,0,25,0,0,47427.0,9827.0,37600.0,0,34,2015,1,0,3,1,0,1,1,750,0,1
2625,2625,2158,0,3,1,0,0,0,1,0,0,0,0,0,0,0,3000,0,0,0,0,1,55,0,0,13,9,0,0,6,1,0,23530.0,17930.0,5600.0,0,48,2018,0,4,2,2,1,1,0,750,0,1
2626,2626,660,1,3,1,0,4,0,0,2,0,0,0,0,1,0,3000,0,0,0,0,1,100,0,0,7,5,0,0,7,1,0,38237.0,37037.0,1200.0,0,35,2017,1,1,3,1,0,1,0,750,0,1
2627,2627,4189,0,3,1,0,0,2,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,170,0,0,13,7,0,0,19,1,0,20785.0,16085.0,4700.0,0,52,2018,0,4,2,1,0,1,0,750,0,1
2628,2628,2536,0,4,1,0,1,1,1,2,1,0,0,0,1,0,3000,0,0,0,0,3,47,0,0,6,10,0,0,1,1,0,48936.0,42036.0,6900.0,0,30,2020,0,1,2,1,0,1,0,750,0,0
2629,2629,4410,1,3,1,0,0,1,0,0,0,1,0,1,0,0,2400,0,0,0,0,1,107,1,0,19,9,0,0,3,0,0,79758.0,1258.0,78500.0,0,50,2009,0,1,2,1,0,1,0,750,0,0
2630,2630,1252,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3000,0,1,1,1,0,67,0,0,21,1,0,0,30,1,0,37735.0,8335.0,29400.0,0,24,2010,0,2,1,1,0,0,0,750,0,1
2631,2631,4642,0,4,0,0,0,3,1,1,0,0,1,0,0,0,2900,0,0,1,1,0,11,1,0,11,3,0,0,6,0,0,143565.0,22265.0,121300.0,0,45,2018,0,2,1,4,0,0,0,750,0,1
2632,2632,4897,0,4,1,0,1,1,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,85,0,0,4,1,0,1,1,1,0,28277.0,15877.0,12400.0,0,67,2016,0,1,2,1,0,0,0,750,0,1
2633,2633,3265,1,2,1,0,1,1,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,78,1,0,15,12,0,0,10,0,0,27219.0,4619.0,22600.0,0,57,2007,1,1,2,1,0,1,0,750,0,1
2634,2634,3306,1,1,1,0,0,2,0,2,0,0,0,0,0,0,3000,0,0,0,0,1,197,0,0,16,11,0,1,22,1,0,47458.0,39858.0,7600.0,0,59,2019,0,4,2,1,1,0,0,750,0,1
2635,2635,1817,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3000,1,0,0,0,0,246,0,0,17,3,0,1,16,0,0,12015.0,9515.0,2500.0,2,59,2017,0,5,2,1,0,0,0,750,0,1
2636,2636,1914,1,3,1,0,1,0,0,2,0,0,0,0,0,0,3000,0,0,0,0,0,153,0,0,16,9,0,0,8,1,0,46989.0,24089.0,22900.0,0,58,2012,1,6,2,1,1,1,0,750,0,1
2637,2637,3651,0,3,1,0,0,2,1,1,0,1,0,0,0,0,3000,0,0,0,0,0,146,0,0,8,11,0,0,21,1,0,26552.0,16652.0,9900.0,0,55,2017,1,3,3,1,0,1,0,750,0,1
2638,2638,388,0,4,1,0,0,2,1,1,0,1,0,0,0,0,2650,0,0,0,0,3,81,1,0,12,1,0,0,13,0,0,40742.0,16842.0,23900.0,0,56,2020,1,6,3,1,0,1,0,750,0,1
2639,2639,436,1,2,1,0,0,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,1,139,0,0,2,6,0,1,8,1,0,52245.0,17445.0,34800.0,0,57,2016,0,5,2,1,0,0,0,750,0,1
2640,2640,549,1,1,1,0,0,2,0,0,0,1,0,0,0,0,2800,0,0,0,0,1,57,0,0,18,10,0,0,18,1,0,20572.0,10472.0,10100.0,0,37,2020,1,4,3,2,0,1,0,750,0,1
2641,2641,3999,0,1,1,0,0,0,0,1,0,0,0,0,1,0,3000,0,0,0,0,2,38,0,0,7,12,0,0,28,1,0,20490.0,17390.0,3100.0,0,22,2018,1,5,3,1,0,1,0,750,0,1
2642,2642,2415,1,4,1,0,0,0,0,0,0,1,0,0,0,0,3000,0,0,0,0,1,193,0,0,4,12,0,0,11,1,1,52234.0,19834.0,32400.0,0,40,2019,1,2,3,1,0,0,0,750,0,1
2643,2643,2515,0,3,1,0,0,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,95,0,0,23,11,0,0,7,1,0,22313.0,17213.0,5100.0,0,60,2019,1,3,2,1,0,1,0,750,0,1
2644,2644,2636,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,1,79,0,0,16,11,0,1,6,1,0,17552.0,10352.0,7200.0,1,58,2013,0,2,2,1,0,0,0,750,0,0
2645,2645,4509,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3000,1,1,1,1,0,243,0,0,19,6,0,0,16,0,0,28543.0,14043.0,14500.0,0,57,2012,0,6,1,1,0,0,0,750,0,1
2646,2646,4617,1,2,0,0,0,1,0,1,0,0,1,0,0,0,3000,0,0,1,1,0,30,0,0,4,5,0,0,1,1,0,24820.0,20220.0,4600.0,0,40,2020,0,2,1,1,0,0,0,750,0,1
2647,2647,2914,0,2,1,0,0,1,1,1,0,0,0,0,1,0,3000,0,0,0,0,0,44,0,0,16,9,0,0,2,1,1,28371.0,15371.0,13000.0,0,23,2019,0,0,2,1,0,0,0,750,0,1
2648,2648,1716,1,3,1,1,0,3,0,0,0,1,0,1,0,0,3000,0,0,0,0,1,4,0,0,15,12,0,0,21,0,0,12719.0,8519.0,4200.0,0,23,2020,0,5,2,2,0,1,1,750,0,0
2649,2649,3646,1,2,0,0,0,0,0,1,0,0,1,0,0,0,2650,1,0,1,1,0,115,0,0,16,12,0,0,17,0,0,22118.0,20318.0,1800.0,0,59,2020,0,1,1,1,0,0,0,750,0,1
2650,2650,1952,0,3,1,0,0,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,2,39,0,0,1,3,0,0,7,1,0,22582.0,20082.0,2500.0,0,26,2017,1,3,4,2,0,1,0,750,0,1
2651,2651,368,1,1,1,0,3,0,0,2,1,0,0,0,1,0,3000,0,0,0,0,0,63,0,0,12,1,0,0,15,1,0,76929.0,43129.0,33800.0,0,57,2020,0,1,2,1,0,1,0,750,0,0
2652,2652,534,0,3,1,0,0,0,0,1,0,1,0,0,0,0,3000,0,0,0,0,0,15,0,0,12,6,1,0,27,1,0,34158.0,24258.0,9900.0,0,22,2018,0,3,2,1,0,1,0,750,0,0
2653,2653,577,0,4,1,0,0,1,0,0,0,1,0,1,0,0,3000,1,0,0,0,0,35,0,0,5,7,0,0,27,0,0,52159.0,13959.0,38200.0,0,30,2011,0,5,1,2,0,1,0,750,0,0
2654,2654,2321,0,3,1,0,4,0,1,1,0,1,0,0,0,0,3000,0,0,0,0,1,86,0,0,16,2,0,0,28,1,0,28128.0,16528.0,11600.0,1,39,2017,1,3,4,1,0,0,0,750,1,1
2655,2655,765,0,3,1,0,2,0,1,2,0,0,0,0,0,0,3000,0,0,0,0,2,30,0,0,12,4,0,0,25,1,0,48781.0,40481.0,8300.0,0,24,2018,1,3,2,2,1,1,0,750,0,1
2656,2656,2420,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3000,0,0,0,0,0,69,0,0,2,4,0,0,10,1,0,21745.0,14845.0,6900.0,0,63,2018,0,2,1,1,1,1,0,750,0,0
2657,2657,4306,0,3,1,0,1,1,1,2,0,1,0,0,0,0,2800,0,0,0,0,0,92,0,0,15,1,0,1,31,0,0,31489.0,25789.0,5700.0,0,58,2013,0,3,2,1,0,0,1,750,0,1
2658,2658,3015,1,1,1,0,0,1,0,1,0,0,0,0,0,0,2850,0,0,0,0,0,163,0,0,12,11,0,0,5,1,0,102236.0,14336.0,87900.0,0,61,2014,1,1,2,1,1,1,0,750,0,1
2659,2659,2,1,3,1,0,4,0,0,2,0,0,0,0,1,0,2950,0,0,0,0,0,165,0,0,11,12,0,0,11,1,0,26146.0,19746.0,6400.0,0,41,2012,1,2,3,1,0,1,0,750,0,1
2660,2660,3613,1,3,1,0,0,1,0,1,0,0,0,0,0,1,3000,0,0,0,0,0,132,0,0,17,1,0,0,26,0,0,30977.0,21377.0,9600.0,0,37,2015,1,5,2,1,1,1,0,750,0,1
2661,2661,3647,1,1,0,0,0,1,0,1,0,0,1,0,0,0,3000,1,0,1,1,0,157,0,0,18,12,0,0,29,0,0,41265.0,19265.0,22000.0,0,65,2018,0,6,1,1,0,0,0,750,0,1
2662,2662,3673,0,3,1,0,0,1,1,2,0,0,0,0,1,0,3000,0,0,0,0,4,20,0,0,9,5,0,0,12,0,0,98930.0,37030.0,61900.0,0,20,2017,1,6,4,4,0,1,1,750,0,1
2663,2663,519,1,3,1,0,1,2,0,2,0,0,0,0,1,0,3000,0,0,0,0,2,163,0,0,19,3,0,0,12,0,1,94942.0,21542.0,73400.0,0,35,2014,1,1,3,1,0,0,1,750,0,1
2664,2664,2266,1,3,1,0,0,0,0,0,0,0,0,1,1,0,2650,1,0,0,0,2,133,0,0,17,1,0,0,20,0,0,34719.0,16619.0,18100.0,0,34,2012,0,6,2,1,0,1,0,850,0,0
2665,2665,4325,0,3,1,0,0,1,0,0,0,1,0,1,0,0,3000,0,0,0,0,1,37,0,0,13,11,0,1,4,1,0,44600.0,1000.0,43600.0,0,70,2013,0,0,2,1,0,0,0,750,0,0
2666,2666,2560,1,4,1,0,0,1,0,2,0,0,0,0,0,0,3000,0,0,0,0,1,68,0,0,7,12,1,1,11,1,0,56022.0,40422.0,15600.0,0,45,2019,0,2,2,1,1,0,0,750,0,0
2667,2667,4403,1,2,1,0,0,0,0,0,0,1,0,1,0,0,2650,0,0,0,0,2,75,0,0,10,1,0,0,1,1,1,34347.0,20147.0,14200.0,0,30,2018,0,1,2,1,0,0,0,750,0,0
2668,2668,4703,0,1,1,0,0,0,1,1,0,1,0,0,0,0,2700,0,0,0,0,1,130,0,0,18,3,0,0,14,1,0,27382.0,22182.0,5200.0,0,37,2019,0,3,2,1,0,1,0,750,0,1
2669,2669,1330,0,3,1,0,0,2,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,45,0,0,13,2,0,0,22,1,0,11769.0,7469.0,4300.0,0,23,2017,0,4,2,1,0,0,0,750,1,0
2670,2670,1444,0,2,1,0,0,0,1,2,1,1,0,0,0,0,3000,0,0,0,0,0,177,0,0,7,2,0,0,24,1,0,42586.0,35986.0,6600.0,1,48,2018,0,6,2,1,0,1,0,750,0,0
2671,2671,528,1,4,1,0,0,2,0,1,0,0,0,0,1,0,3000,0,0,0,0,0,101,0,0,2,3,0,0,14,1,0,37183.0,20383.0,16800.0,0,39,2016,0,3,2,1,0,1,0,750,0,1
2672,2672,2517,1,2,1,0,0,0,0,0,0,0,0,1,1,0,3000,0,0,0,0,0,89,0,0,10,2,0,0,27,1,0,25997.0,14197.0,11800.0,0,49,2017,0,2,2,1,0,1,0,750,0,0
2673,2673,1099,0,1,1,0,0,1,1,0,0,1,0,1,0,0,3000,0,0,0,0,0,34,0,0,20,10,0,0,11,1,0,23238.0,11138.0,12100.0,0,21,2016,0,4,1,1,0,0,0,750,1,0
2674,2674,4468,0,1,1,0,0,0,1,2,0,0,0,0,1,0,2950,0,0,0,0,3,48,0,0,13,3,0,0,24,1,0,41582.0,28282.0,13300.0,0,50,2018,1,6,3,1,0,1,0,750,0,1
2675,2675,3101,0,3,0,0,0,3,1,1,0,0,1,0,0,0,2750,0,0,1,1,0,6,0,0,5,5,0,0,24,1,0,52218.0,11118.0,41100.0,0,20,2017,0,4,1,4,0,0,0,750,0,1
2676,2676,1614,1,1,1,0,0,1,0,2,0,1,0,0,0,0,2950,0,0,0,0,0,80,0,0,18,10,1,0,19,0,0,42319.0,28019.0,14300.0,0,25,2015,0,5,1,1,0,0,1,750,1,0
